縣市名稱,鄉鎮市區,學生等級,學校代碼,學校名稱,公/私立,地區屬性,地址,電話,網址,班級數,學生數(總計),學生數(男),學生數(女),原住民學生比例,上學年畢業生數(總計),上學年畢業生數(男),上學年畢業生數(女)
[12]高雄市,大社區,國小,124639,市立嘉誠國小,公立,偏遠,[815]高雄市大社區嘉誠里嘉誠路22號,(07)3560418,https://www.jtn.kh.edu.tw,6,106,49,57,2.83,11,5,6
[12]高雄市,燕巢區,國小,124656,市立深水國小,公立,偏遠,[824]高雄市燕巢區深水里深中路2號,(07)6152447,https://www.ssp.kh.edu.tw,6,33,19,14, -,8,5,3
[12]高雄市,燕巢區,國小,124659,市立金山國小,公立,偏遠,[824]高雄市燕巢區金山里番田路29號,(07)6164328,http://school.kh.edu.tw/view/index.php?WebID=162&MainType=HOME,6,58,24,34,1.72,10,5,5
[12]高雄市,田寮區,國小,124660,市立田寮區新興國小,公立,偏遠,[823]高雄市田寮區新興里大新路2號,(07)6381348,https://www.xxp.kh.edu.tw,6,32,15,17, -,2, -,2
[12]高雄市,田寮區,國小,124661,市立崇德國小,公立,偏遠,[823]高雄市田寮區崇德里崇德路101號,(07)6367155,https://www.tdp.kh.edu.tw,6,48,29,19, -,12,6,6
[12]高雄市,阿蓮區,國小,124666,市立復安國小,公立,偏遠,[822]高雄市阿蓮區復安里復安路167號,(07)6332358,https://www.fap.kh.edu.tw,6,91,42,49,1.1,16,10,6
[12]高雄市,路竹區,國小,124671,市立三埤國小,公立,偏遠,[821]高雄市路竹區三爺里民權路7號,(07)6962688,https://www.spi.kh.edu.tw,6,61,34,27, -,6,2,4
[12]高雄市,路竹區,國小,124672,市立北嶺國小,公立,偏遠,[821]高雄市路竹區北嶺里民治路85號,(07)6964786,https://www.blp.kh.edu.tw,6,57,32,25,3.51,6, -,6
[12]高雄市,湖內區,國小,124678,市立三侯國小,公立,偏遠,[829]高雄市湖內區中正路二段544號,(07)6909123,http://school.kh.edu.tw/view/index.php?WebID=15&MainType=HOME,6,71,34,37,4.23,11,6,5
[12]高雄市,永安區,國小,124683,市立新港國小,公立,偏遠,[828]高雄市永安區新港里新興路25號,(07)6912040,http://school.kh.edu.tw/index.php?WebID=235,6,36,23,13, -,4,2,2
[12]高雄市,彌陀區,國小,124686,市立壽齡國小,公立,偏遠,[827]高雄市彌陀區文安里國校路1號,(07)6196425,http://school.kh.edu.tw/index.php?WebID=154,6,89,46,43,4.49,9,7,2
[12]高雄市,旗山區,國小,124692,市立圓潭國小,公立,偏遠,[842]高雄市旗山區中正里旗甲路三段179號,(07)6691476,http://school.kh.edu.tw/view/index.php?WebID=222&MainType=HOME,6,86,51,35,1.16,13,7,6
[12]高雄市,旗山區,國小,124694,市立嶺口國小,公立,偏遠,[842]高雄市旗山區南勝里龍文巷30號,(07)6651216,https://www.lkp.kh.edu.tw,6,43,25,18, -,7,4,3
[12]高雄市,美濃區,國小,124698,市立東門國小,公立,偏遠,[843]高雄市美濃區東門里民族路36巷2號,(07)6812811,http://school.kh.edu.tw/view/index.php?WebID=181&MainType=HOME,6,56,36,20, -,4,2,2
[12]高雄市,美濃區,國小,124699,市立吉洋國小,公立,偏遠,[843]高雄市美濃區吉和里忠孝路二段59號,(07)6831849,http://school.kh.edu.tw/view/index.php?WebID=114&MainType=HOME,6,84,49,35,5.95,18,10,8
[12]高雄市,美濃區,國小,124700,市立龍肚國小,公立,偏遠,[843]高雄市美濃區龍肚里龍東街43號,(07)6851124,http://school.kh.edu.tw/view/index.php?WebID=242&MainType=HOME,6,92,55,37,1.09,18,9,9
[12]高雄市,美濃區,國小,124702,市立廣興國小,公立,偏遠,[843]高雄市美濃區興隆里廣興街124號,(07)6812857,http://www.loxa.edu.tw/schoolweb/view/index.php?WebID=286&schnum=124702&MainType=HOME,6,41,22,19, -,8,5,3
[12]高雄市,美濃區,國小,124703,市立龍山國小,公立,偏遠,[843]高雄市美濃區龍山里龍山街62號,(07)6833654,http://school.kh.edu.tw/index.php?WebID=103,6,63,31,32,1.59,11,5,6
[12]高雄市,美濃區,國小,124704,市立福安國小,公立,偏遠,[843]高雄市美濃區中山路二段358號,(07)6812514,http://school.kh.edu.tw/view/index.php?WebID=173&MainType=HOME,6,62,35,27,3.23,4,2,2
[12]高雄市,美濃區,國小,124705,市立吉東國小,公立,偏遠,[843]高雄市美濃區吉東里吉頂路19號,(07)6831144,http://school.kh.edu.tw/view/index.php?WebID=274&MainType=HOME,6,97,45,52, -,11,5,6
[12]高雄市,六龜區,國小,124706,市立六龜國小,公立,特偏,[844]高雄市六龜區義寶里光復路40號,(07)6891053,https://www.lgp.kh.edu.tw,7,123,57,66,13.82,26,11,15
[12]高雄市,六龜區,國小,124707,市立荖濃國小,公立,極偏,[844]高雄市六龜區荖濃里南橫路72號,(07)6881311,http://school.kh.edu.tw/view/index.php?WebID=31&MainType=HOME,6,20,11,9, -,5,3,2
[12]高雄市,六龜區,國小,124708,市立新發國小,公立,特偏,[844]高雄市六龜區新發里和平路130號,(07)6791387,http://school.kh.edu.tw/view/index.php?WebID=42&MainType=HOME,6,28,14,14, -,3, -,3
[12]高雄市,六龜區,國小,124709,市立龍興國小,公立,特偏,[844]高雄市六龜區中興里中庄193號,(07)6891140,http://school.kh.edu.tw/view/index.php?WebID=237&MainType=HOME,6,82,47,35,25.61,17,9,8
[12]高雄市,六龜區,國小,124710,市立新威國小,公立,特偏,[844]高雄市六龜區新興里新威路212號,(07)6871134,http://school.kh.edu.tw/index.php?WebID=133,6,36,29,7,2.78,1, -,1
[12]高雄市,六龜區,國小,124711,市立寶來國小,公立,極偏,[844]高雄市六龜區寶來里中正路89號,(07)6881009,http://school.kh.edu.tw/view/index.php?WebID=208&MainType=HOME,6,41,18,23,26.83,10,4,6
[12]高雄市,杉林區,國小,124712,市立月美國小,公立,特偏,[846]高雄市杉林區月眉里象寮巷39號,(07)6771404,https://www.ymp.kh.edu.tw,6,74,31,43,6.76,13,5,8
[12]高雄市,杉林區,國小,124713,市立上平國小,公立,特偏,[846]高雄市杉林區上平里山仙路212號,(07)6771102,http://school.kh.edu.tw/view/index.php?WebID=211&MainType=HOME,6,36,15,21,16.67,4,3,1
[12]高雄市,杉林區,國小,124714,市立新庄國小,公立,特偏,[846]高雄市杉林區新庄里司馬路45巷5號,(07)6771755,http://school.kh.edu.tw/view/index.php?WebID=236&MainType=HOME,6,41,22,19,12.2,8,6,2
[12]高雄市,杉林區,國小,124715,市立集來國小,公立,特偏,[846]高雄市杉林區集來里通仙巷333號,(07)6779196,http://school.kh.edu.tw/view/index.php?WebID=46&MainType=HOME,6,21,14,7, -,2,2, -
[12]高雄市,杉林區,國小,124716,市立杉林國小,公立,特偏,[846]高雄市杉林區杉林里合森巷41號,(07)6772658,http://school.kh.edu.tw/view/index.php?WebID=257&MainType=HOME,6,45,26,19,20,3,1,2
[12]高雄市,內門區,國小,124718,市立內門國小,公立,偏遠,[845]高雄市內門區內豊里內埔24號,(07)6672078,http://school.kh.edu.tw/view/index.php?WebID=100&MainType=HOME,7,101,47,54, -,13,8,5
[12]高雄市,內門區,國小,124719,市立觀亭國小,公立,偏遠,[845]高雄市內門區觀亭里中正路203號,(07)6671672,http://school.kh.edu.tw/view/index.php?WebID=299&MainType=HOME,6,52,28,24, -,6,2,4
[12]高雄市,內門區,國小,124720,市立溝坪國小,公立,特偏,[845]高雄市內門區溝坪里廣福巷47號,(07)6601788,https://www.gop.kh.edu.tw,6,22,12,10, -,3,1,2
[12]高雄市,內門區,國小,124721,市立金竹國小,公立,特偏,[845]高雄市內門區金竹里吉民28號,(07)6601106,http://school.kh.edu.tw/view/index.php?WebID=126&MainType=HOME,6,37,15,22,13.51,5,4,1
[12]高雄市,內門區,國小,124722,市立木柵國小,公立,特偏,[845]高雄市內門區木柵里木柵3號,(07)6681183,http://school.kh.edu.tw/view/index.php?WebID=290&MainType=HOME,6,28,15,13, -,6,2,4
[12]高雄市,內門區,國小,124723,市立西門國小,公立,特偏,[845]高雄市內門區內東里柿子園24號,(07)6672077,http://school.kh.edu.tw/view/index.php?WebID=125,6,25,16,9, -,6,2,4
[12]高雄市,內門區,國小,124724,市立景義國小,公立,特偏,[845]高雄市內門區永富里萊坑8號,(07)6601979,http://school.kh.edu.tw/view/index.php?WebID=229&MainType=HOME,6,30,13,17,10,3, -,3
[12]高雄市,甲仙區,國小,124725,市立甲仙國小,公立,極偏,[847]高雄市甲仙區西安里文化路45號,(07)6751025,http://school.kh.edu.tw/index.php?WebID=298,6,95,50,45,7.37,20,9,11
[12]高雄市,甲仙區,國小,124726,市立小林國小,公立,極偏,[847]高雄市甲仙區小林里五里路24-2號,(07)6761065,http://school.kh.edu.tw/view/index.php?WebID=147&MainType=HOME,6,18,11,7, -,2,1,1
[12]高雄市,甲仙區,國小,124727,市立寶隆國小,公立,極偏,[847]高雄市甲仙區寶隆里光華路20號,(07)6752998,http://school.kh.edu.tw/view/index.php?WebID=9,6,14,7,7,21.43,3,1,2
[12]高雄市,杉林區,國小,124730,市立巴楠花部落國(中)小,公立,特偏,[846]高雄市杉林區大愛里和氣街15號,(07)6776031,http://www.loxa.edu.tw/schoolweb/view/index.php?WebID=749&schnum=124730&MainType=HOME,8,101,51,50,70.3,17,7,10
[12]高雄市,那瑪夏區,國小,124731,市立民生國小,公立,極偏,[849]高雄市那瑪夏區達卡努瓦里大光巷159號,(07)6701233,http://school.kh.edu.tw/view/index.php?WebID=128&MainType=HOME,6,111,54,57,93.69,13,7,6
[12]高雄市,茂林區,國小,124732,市立茂林國小,公立,特偏,[851]高雄市茂林區茂林里4之3號,(07)6801043,http://school.kh.edu.tw/index.php?WebID=202,6,30,22,8,86.67,5,3,2
[12]高雄市,茂林區,國小,124733,市立多納國小,公立,極偏,[851]高雄市茂林區多納里1-2號,(07)6801178,http://school.kh.edu.tw/view/index.php?WebID=148&MainType=HOME,6,33,15,18,100,4,2,2
[12]高雄市,桃源區,國小,124734,市立桃源國小,公立,極偏,[848]高雄市桃源區桃源里北進巷五十號,(07)6861045,http://school.kh.edu.tw/view/index.php?WebID=245&MainType=HOME,6,61,26,35,100,15,9,6
[12]高雄市,桃源區,國小,124735,市立建山國小,公立,極偏,[848]高雄市桃源區建山里96號,(07)6881134,http://school.kh.edu.tw/view/index.php?WebID=112&MainType=HOME,6,34,16,18,97.06,9,6,3
[12]高雄市,桃源區,國小,124736,市立興中國小,公立,極偏,[848]高雄市桃源區高中里興中巷44號,(07)6881850,http://school.kh.edu.tw/view/index.php?WebID=130&MainType=HOME,6,50,21,29,98,7,2,5
[12]高雄市,桃源區,國小,124737,市立寶山國小,公立,極偏,[848]高雄市桃源區寶山里98號,(07)6891728,http://school.kh.edu.tw/view/index.php?WebID=176&MainType=HOME,6,11,9,2,100,4,3,1
[12]高雄市,桃源區,國小,124738,市立樟山國小,公立,極偏,[848]高雄市桃源區拉芙蘭里南橫公路五段440號,(07)6866118,http://school.kh.edu.tw/view/index.php?WebID=210&MainType=HOME,6,26,12,14,92.31,7,3,4
[12]高雄市,永安區,國小,124741,市立維新國小,公立,偏遠,[828]高雄市永安區維新路光明九巷69之10號,(07)6913816,http://school.kh.edu.tw/view/index.php?WebID=86&MainType=HOME,9,178,98,80,1.12,22,13,9
[12]高雄市,茄萣區,國小,124754,市立興達國小,公立,偏遠,[852]高雄市茄萣區崎漏里民治路2號,(07)6988099,http://school.kh.edu.tw/view/index.php?WebID=104&MainType=HOME,8,160,85,75,0.63,26,8,18
[12]高雄市,那瑪夏區,國小,124755,市立那瑪夏區民權國小,公立,極偏,[849]高雄市那瑪夏區瑪雅里平和巷220號,(07)6701129,http://school.kh.edu.tw/view/index.php?WebID=109&MainType=HOME,6,129,64,65,53.49,13,6,7
[13]屏東縣,高樹鄉,國小,134637,縣立高樹國小,公立,偏遠,[906]屏東縣高樹鄉高樹村華光路32號,(08)7960802,https://www.gsps.ptc.edu.tw,13,302,158,144,13.25,62,37,25
[13]屏東縣,高樹鄉,國小,134638,縣立舊寮國小,公立,偏遠,[906]屏東縣高樹鄉舊寮村長美路42號,(08)7962994,https://www.jolps.ptc.edu.tw,6,35,18,17, -,12,6,6
[13]屏東縣,高樹鄉,國小,134639,縣立新豐國小,公立,偏遠,[906]屏東縣高樹鄉新豐村泰和路26號,(08)7916486,https://www.sfps.ptc.edu.tw,6,35,19,16,14.29,4,1,3
[13]屏東縣,高樹鄉,國小,134640,縣立田子國小,公立,偏遠,[906]屏東縣高樹鄉鹽樹村公平路19號,(08)7962714,https://www.tzps.ptc.edu.tw,6,98,59,39, -,18,9,9
[13]屏東縣,高樹鄉,國小,134641,縣立新南國小,公立,偏遠,[906]屏東縣高樹鄉新南村興店路5號,(08)7962782,https://www.snps.ptc.edu.tw,6,66,36,30,1.52,10,7,3
[13]屏東縣,高樹鄉,國小,134642,縣立泰山國小,公立,偏遠,[906]屏東縣高樹鄉泰山村產業路84號,(08)7956274,https://www.tsps.ptc.edu.tw,6,89,46,43,35.96,11,4,7
[13]屏東縣,高樹鄉,國小,134644,縣立大路關國(中)小,公立,偏遠,[906]屏東縣高樹鄉廣興村中正路176號,(08)7957412,https://www.gosps.ptc.edu.tw,6,50,24,26, -,11,7,4
[13]屏東縣,里港鄉,國小,134646,縣立里港國小,公立,偏遠,[905]屏東縣里港鄉過江路41號,(08)7752161,https://www.lgps.ptc.edu.tw,16,381,188,193,1.31,68,33,35
[13]屏東縣,里港鄉,國小,134647,縣立載興國小,公立,偏遠,[905]屏東縣里港鄉載興村載興路1之3號,(08)7752271,https://www.tses.ptc.edu.tw,6,101,64,37, -,19,9,10
[13]屏東縣,里港鄉,國小,134648,縣立土庫國小,公立,偏遠,[905]屏東縣里港鄉中和村中和路33號,(08)7731553,https://www.tkps.ptc.edu.tw,6,106,56,50, -,13,10,3
[13]屏東縣,里港鄉,國小,134649,縣立三和國小,公立,偏遠,[905]屏東縣里港鄉土庫路111之3號,(08)7731198,https://www.sahes.ptc.edu.tw,6,53,23,30,3.77,7,5,2
[13]屏東縣,內埔鄉,國小,134669,縣立隘寮國小,公立,偏遠,[912]屏東縣內埔鄉隘寮村清涼路二段238號,(08)7991036,https://www.alps.ptc.edu.tw,6,34,15,19,26.47,6, -,6
[13]屏東縣,新埤鄉,國小,134679,縣立萬隆國小,公立,偏遠,[925]屏東縣新埤鄉萬隆村中山路126號,(08)7870191,https://www.wlps.ptc.edu.tw,6,54,27,27,12.96,6,3,3
[13]屏東縣,新埤鄉,國小,134680,縣立餉潭國小,公立,偏遠,[925]屏東縣新埤鄉餉潭村龍潭路149號,(08)7981600,https://www.stps.ptc.edu.tw,6,93,51,42,7.53,14,3,11
[13]屏東縣,枋寮鄉,國小,134681,縣立枋寮國小,公立,偏遠,[940]屏東縣枋寮鄉德興路197號,(08)8782034,https://www.flps.ptc.edu.tw,6,132,61,71,23.48,22,12,10
[13]屏東縣,枋寮鄉,國小,134682,縣立僑德國小,公立,偏遠,[940]屏東縣枋寮鄉隆山村僑德路186號,(08)8782096,https://www.cdps.ptc.edu.tw,15,323,158,165,17.03,35,20,15
[13]屏東縣,枋寮鄉,國小,134683,縣立建興國小,公立,偏遠,[940]屏東縣枋寮鄉人和村建興路39號,(08)8713562,https://www.jsps.ptc.edu.tw,18,429,213,216,20.05,62,30,32
[13]屏東縣,枋寮鄉,國小,134684,縣立東海國小,公立,偏遠,[940]屏東縣枋寮鄉東海村東海路486號,(08)8712209,https://www.dhps.ptc.edu.tw,6,106,56,50,7.55,19,8,11
[13]屏東縣,新園鄉,國小,134695,縣立鹽洲國小,公立,偏遠,[932]屏東縣新園鄉鹽埔村鹽洲路379號,(08)8322975,https://www.yjps.ptc.edu.tw,12,244,130,114,3.69,41,23,18
[13]屏東縣,琉球鄉,國小,134696,縣立琉球國小,公立,特偏,[929]屏東縣琉球鄉大福村中正路293號,(08)8612597,https://www.lcps.ptc.edu.tw,6,137,76,61,2.92,16,7,9
[13]屏東縣,琉球鄉,國小,134697,縣立天南國小,公立,特偏,[929]屏東縣琉球鄉南福村忠孝路27號,(08)8612300,https://www.tnps.ptc.edu.tw,6,70,30,40, -,5,3,2
[13]屏東縣,琉球鄉,國小,134698,縣立全德國小,公立,特偏,[929]屏東縣琉球鄉杉福村復興路97號,(08)8612534,https://www.cdes.ptc.edu.tw,6,103,58,45, -,13,5,8
[13]屏東縣,琉球鄉,國小,134699,縣立白沙國小,公立,特偏,[929]屏東縣琉球鄉漁福村三民路124號,(08)8612510,https://www.bsps.ptc.edu.tw,6,103,37,66, -,18,9,9
[13]屏東縣,林邊鄉,國小,134703,縣立林邊國小,公立,偏遠,[927]屏東縣林邊鄉林邊村中山路68號,(08)8752120,https://www.lbps.ptc.edu.tw,12,216,97,119,1.39,31,12,19
[13]屏東縣,林邊鄉,國小,134704,縣立仁和國小,公立,偏遠,[927]屏東縣林邊鄉仁和村中山路417號,(08)8752201,https://www.rhps.ptc.edu.tw,9,160,90,70,1.25,31,16,15
[13]屏東縣,林邊鄉,國小,134705,縣立竹林國小,公立,偏遠,[927]屏東縣林邊鄉竹林村中興路122號,(08)8752884,https://www.jlps.ptc.edu.tw,6,53,28,25, -,9,2,7
[13]屏東縣,林邊鄉,國小,134706,縣立崎峰國小,公立,偏遠,[927]屏東縣林邊鄉崎峰村裕後路2號,(08)8752400,https://www.cfps.ptc.edu.tw,6,60,25,35,1.67,9,5,4
[13]屏東縣,林邊鄉,國小,134707,縣立水利國小,公立,偏遠,[927]屏東縣林邊鄉水利村豐漁路117號,(08)8752745,https://www.sulps.ptc.edu.tw,6,49,22,27,2.04,10,4,6
[13]屏東縣,南州鄉,國小,134708,縣立南州國小,公立,偏遠,[926]屏東縣南州鄉溪南村人和路191號,(08)8642097,https://www.njps.ptc.edu.tw,8,149,80,69,0.67,22,18,4
[13]屏東縣,南州鄉,國小,134709,縣立同安國小,公立,偏遠,[926]屏東縣南州鄉同安村同安路79號,(08)8642334,https://www.taes.ptc.edu.tw,6,67,37,30,4.48,7,5,2
[13]屏東縣,南州鄉,國小,134710,縣立溪北國小,公立,偏遠,[926]屏東縣南州鄉溪北村仁里路102號,(08)8642081,https://www.sbps.ptc.edu.tw,12,214,106,108, -,32,11,21
[13]屏東縣,佳冬鄉,國小,134711,縣立佳冬國小,公立,偏遠,[931]屏東縣佳冬鄉進學街150號,(08)8662009,https://www.jdps.ptc.edu.tw,13,256,124,132,3.52,36,18,18
[13]屏東縣,佳冬鄉,國小,134712,縣立塭子國小,公立,偏遠,[931]屏東縣佳冬鄉塭豐村中興路1號,(08)8662094,https://www.uzps.ptc.edu.tw,6,90,46,44,1.11,21,9,12
[13]屏東縣,佳冬鄉,國小,134713,縣立羌園國小,公立,偏遠,[931]屏東縣佳冬鄉羌園村羌光路669號,(08)8662474,https://www.cyps.ptc.edu.tw,6,98,48,50,2.04,11,6,5
[13]屏東縣,佳冬鄉,國小,134714,縣立昌隆國小,公立,偏遠,[931]屏東縣佳冬鄉昌隆村中正路44號,(08)8662093,https://www.chles.ptc.edu.tw,6,38,22,16,5.26,8,5,3
[13]屏東縣,佳冬鄉,國小,134716,縣立玉光國小,公立,偏遠,[931]屏東縣佳冬鄉玉光村民學路81號,(08)8662629,https://www.yges.ptc.edu.tw,9,149,71,78,3.36,14,7,7
[13]屏東縣,恆春鎮,國小,134717,縣立恆春國小,公立,特偏,[946]屏東縣恆春鎮城北里北門路39巷26號,(08)8892035,https://www.hcps.ptc.edu.tw,24,625,341,284,6.56,94,45,49
[13]屏東縣,恆春鎮,國小,134718,縣立僑勇國小,公立,特偏,[946]屏東縣恆春鎮城北里西門路146號,(08)8892141,https://www.chyps.ptc.edu.tw,19,428,223,205,7.48,74,37,37
[13]屏東縣,恆春鎮,國小,134720,縣立山海國小,公立,極偏,[946]屏東縣恆春鎮山海里山海路86號,(08)8869026,https://www.sahps.ptc.edu.tw,6,41,18,23, -,6,2,4
[13]屏東縣,恆春鎮,國小,134721,縣立大光國小,公立,極偏,[946]屏東縣恆春鎮大光里大光路8之6號,(08)8867064,https://www.dgps.ptc.edu.tw,6,61,27,34,6.56,10,6,4
[13]屏東縣,恆春鎮,國小,134722,縣立水泉國小,公立,極偏,[946]屏東縣恆春鎮水泉里頂泉路1號,(08)8866208,https://www.scps.ptc.edu.tw,6,38,18,20,5.26,6,1,5
[13]屏東縣,恆春鎮,國小,134723,縣立大平國小,公立,特偏,[946]屏東縣恆春鎮頭溝里頭溝路161號,(08)8891584,https://www.dpps.ptc.edu.tw,6,66,50,16,25.76,9,7,2
[13]屏東縣,恆春鎮,國小,134724,縣立墾丁國小,公立,極偏,[946]屏東縣恆春鎮墾丁里墾丁路65號,(08)8861081,https://www.ktps.ptc.edu.tw,6,78,40,38,3.85, -, -, -
[13]屏東縣,車城鄉,國小,134725,縣立車城國小,公立,特偏,[944]屏東縣車城鄉福興村中山路66號,(08)8821006,https://www.cces.ptc.edu.tw,9,159,82,77,16.35,32,18,14
[13]屏東縣,滿州鄉,國小,134729,縣立滿州國小,公立,極偏,[947]屏東縣滿州鄉滿州村中山路39號,(08)8801162,https://www.mjps.ptc.edu.tw,6,72,43,29,30.56,13,5,8
[13]屏東縣,滿州鄉,國小,134730,縣立長樂國小,公立,極偏,[947]屏東縣滿州鄉長樂村大公路35號,(08)8811045,https://www.chlps.ptc.edu.tw,6,42,14,28,73.81,10,5,5
[13]屏東縣,滿州鄉,國小,134731,縣立永港國小,公立,極偏,[947]屏東縣滿州鄉永靖村新庄路25號,(08)8801125,https://www.ygps.ptc.edu.tw,6,45,23,22,15.56,7,2,5
[13]屏東縣,枋山鄉,國小,134735,縣立楓港國小,公立,特偏,[941]屏東縣枋山鄉善餘村光復路24號,(08)8771158,https://www.fkps.ptc.edu.tw,6,39,26,13,15.38,6,3,3
[13]屏東縣,枋山鄉,國小,134736,縣立加祿國小,公立,特偏,[941]屏東縣枋山鄉加祿村會社路28號,(08)8720060,https://www.clups.ptc.edu.tw,6,69,33,36,1.45,11,7,4
[13]屏東縣,三地門鄉,國小,134737,縣立地磨兒國小,公立,偏遠,[901]屏東縣三地門鄉三地村行政街9號,(08)7991462,https://www.sdps.ptc.edu.tw,6,124,66,58,100,20,11,9
[13]屏東縣,三地門鄉,國小,134740,縣立青山國小,公立,偏遠,[901]屏東縣三地門鄉青山村民族巷9號,(08)7962493,https://www.chses.ptc.edu.tw,6,49,23,26,97.96,10,5,5
[13]屏東縣,三地門鄉,國小,134741,縣立青葉國小,公立,偏遠,[901]屏東縣三地門鄉青葉村光復巷1之2號,(08)7961997,https://www.cyes.ptc.edu.tw,6,39,15,24,89.74,5,3,2
[13]屏東縣,三地門鄉,國小,134742,縣立口社國小,公立,偏遠,[901]屏東縣三地門鄉口社村信義巷65號,(08)7956495,https://www.kses.ptc.edu.tw,6,61,27,34,95.08,8,6,2
[13]屏東縣,瑪家鄉,國小,134744,縣立佳義國小,公立,偏遠,[903]屏東縣瑪家鄉佳義村泰平巷12號,(08)7990038,https://www.jyps.ptc.edu.tw,10,153,84,69,97.39,20,11,9
[13]屏東縣,瑪家鄉,國小,134746,縣立北葉國小,公立,偏遠,[903]屏東縣瑪家鄉北葉村風景巷1-22號,(08)7991649,https://www.byps.ptc.edu.tw,6,113,60,53,95.58,19,10,9
[13]屏東縣,霧臺鄉,國小,134748,縣立霧臺國小,公立,極偏,[902]屏東縣霧臺鄉霧臺村中山巷45號,(08)7902230,https://www.wutps.ptc.edu.tw,6,43,27,16,100,6,2,4
[13]屏東縣,泰武鄉,國小,134751,縣立武潭國小,公立,偏遠,[921]屏東縣泰武鄉武潭村潭中巷45號,(08)7833179,https://www.wtes.ptc.edu.tw,6,82,47,35,98.78,12,8,4
[13]屏東縣,泰武鄉,國小,134752,縣立泰武國小,公立,偏遠,[921]屏東縣泰武鄉泰武村阿夫魯岸路1號,(08)7837093,https://www.twps.ptc.edu.tw,6,93,56,37,96.77,25,10,15
[13]屏東縣,泰武鄉,國小,134753,縣立萬安國小,公立,偏遠,[921]屏東縣泰武鄉萬安村萬安路1號,(08)7831902,https://www.waps.ptc.edu.tw,6,91,56,35,100,10,7,3
[13]屏東縣,來義鄉,國小,134754,縣立來義國小,公立,偏遠,[922]屏東縣來義鄉丹林村古義路2號,(08)7850411,https://www.lyps.ptc.edu.tw,6,120,64,56,100,20,10,10
[13]屏東縣,來義鄉,國小,134755,縣立望嘉國小,公立,特偏,[922]屏東縣來義鄉望嘉村165號,(08)7981383,https://www.wcps.ptc.edu.tw,6,63,35,28,96.83,8,4,4
[13]屏東縣,來義鄉,國小,134756,縣立文樂國小,公立,特偏,[922]屏東縣來義鄉文樂村新樂路1號,(08)7981836,https://www.welps.ptc.edu.tw,6,52,29,23,96.15,12,2,10
[13]屏東縣,來義鄉,國小,134757,縣立南和國小,公立,特偏,[922]屏東縣來義鄉南和村51號,(08)8791263,https://www.nhps.ptc.edu.tw,6,68,32,36,95.59,15,9,6
[13]屏東縣,來義鄉,國小,134758,縣立古樓國小,公立,偏遠,[922]屏東縣來義鄉古樓村育英路2號,(08)7850281,https://www.ghes.ptc.edu.tw,6,50,27,23,98,6,5,1
[13]屏東縣,春日鄉,國小,134759,縣立春日國小,公立,特偏,[942]屏東縣春日鄉春日村春日路314號,(08)8782433,https://www.crps.ptc.edu.tw,6,81,42,39,96.3,14,11,3
[13]屏東縣,春日鄉,國小,134760,縣立力里國小,公立,特偏,[942]屏東縣春日鄉七佳村自強一路92號,(08)8791020,https://www.lles.ptc.edu.tw,6,102,56,46,97.06,16,7,9
[13]屏東縣,春日鄉,國小,134761,縣立古華國小,公立,特偏,[942]屏東縣春日鄉古華村古華路3巷63號,(08)8781040,https://www.ghps.ptc.edu.tw,6,38,18,20,100,6,3,3
[13]屏東縣,獅子鄉,國小,134762,縣立楓林國小,公立,極偏,[943]屏東縣獅子鄉楓林村楓林2巷22-2號,(08)8771371,https://www.fles.ptc.edu.tw,6,24,10,14,91.67,3,3, -
[13]屏東縣,獅子鄉,國小,134763,縣立丹路國小,公立,極偏,[943]屏東縣獅子鄉丹路村丹路1巷39號,(08)8771455,https://www.dles.ptc.edu.tw,6,37,21,16,94.59,8,6,2
[13]屏東縣,獅子鄉,國小,134764,縣立內獅國小,公立,特偏,[943]屏東縣獅子鄉內獅村1號,(08)8720003,https://www.nses.ptc.edu.tw,6,75,40,35,100,12,4,8
[13]屏東縣,獅子鄉,國小,134765,縣立草埔國小,公立,極偏,[943]屏東縣獅子鄉草埔村1巷5號,(08)8701449,https://www.cpps.ptc.edu.tw,6,28,13,15,100,3, -,3
[13]屏東縣,牡丹鄉,國小,134766,縣立石門國小,公立,極偏,[945]屏東縣牡丹鄉石門村石門路33號,(08)8831005,https://www.smps.ptc.edu.tw,6,81,34,47,96.3,10,6,4
[13]屏東縣,牡丹鄉,國小,134768,縣立高士國小,公立,極偏,[945]屏東縣牡丹鄉高士村高士路29號,(08)8810246,https://www.gses.ptc.edu.tw,6,27,8,19,96.3,5,3,2
[13]屏東縣,牡丹鄉,國小,134769,縣立牡丹國小,公立,極偏,[945]屏東縣牡丹鄉牡丹村牡丹路93號,(08)8830065,https://www.mdps.ptc.edu.tw,6,66,30,36,100,6,4,2
[13]屏東縣,里港鄉,國小,134780,縣立塔樓國小,公立,偏遠,[905]屏東縣里港鄉塔樓村塔樓路21之3號,(08)7756625,https://www.tlps.ptc.edu.tw,6,72,40,32, -,9,3,6
[13]屏東縣,里港鄉,國小,134781,縣立玉田國小,公立,偏遠,[905]屏東縣里港鄉玉田村八德路91號,(08)7752816,https://www.ytes.ptc.edu.tw,18,444,236,208,2.03,56,33,23
